club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,country
Huddersfield Town,Steve Mounié,22.0,Centre-Forward,Montpellier,€13.00m,in,Summer,13.0,Premier League,2017,2017/2018,England
Huddersfield Town,Aaron Mooy,26.0,Central Midfield,Man City,€9.10m,in,Summer,9.1,Premier League,2017,2017/2018,England
Huddersfield Town,Tom Ince,25.0,Right Winger,Derby,€9.10m,in,Summer,9.1,Premier League,2017,2017/2018,England
Huddersfield Town,Scott Malone,26.0,Left-Back,Fulham,€3.90m,in,Summer,3.9,Premier League,2017,2017/2018,England
Huddersfield Town,Laurent Depoitre,28.0,Centre-Forward,FC Porto,€3.80m,in,Summer,3.8,Premier League,2017,2017/2018,England
Huddersfield Town,Zanka,27.0,Centre-Back,FC Copenhagen,€2.70m,in,Summer,2.7,Premier League,2017,2017/2018,England
Huddersfield Town,Abdelhamid Sabiri,20.0,Attacking Midfield,1.FC Nuremberg,€1.50m,in,Summer,1.5,Premier League,2017,2017/2018,England
Huddersfield Town,Elias Kachunga,25.0,Right Winger,FC Ingolstadt,€1.30m,in,Summer,1.3,Premier League,2017,2017/2018,England
Chelsea FC,Emerson,23.0,Left-Back,AS Roma,€20.00m,in,Winter,20.0,Premier League,2017,2017/2018,England
Chelsea FC,Olivier Giroud,31.0,Centre-Forward,Arsenal,€17.00m,in,Winter,17.0,Premier League,2017,2017/2018,England
Chelsea FC,Ross Barkley,24.0,Central Midfield,Everton,€16.80m,in,Winter,16.8,Premier League,2017,2017/2018,England
Tottenham Hotspur,Lucas Moura,25.0,Right Winger,Paris SG,€28.40m,in,Winter,28.4,Premier League,2017,2017/2018,England
Manchester City,Aymeric Laporte,23.0,Centre-Back,Athletic,€65.00m,in,Winter,65.0,Premier League,2017,2017/2018,England
Manchester City,Jack Harrison,21.0,Left Winger,New York City,€4.00m,in,Winter,4.0,Premier League,2017,2017/2018,England
Liverpool FC,Virgil van Dijk,26.0,Centre-Back,Southampton,€84.65m,in,Winter,84.65,Premier League,2017,2017/2018,England
Arsenal FC,Pierre-Emerick Aubameyang,28.0,Centre-Forward,Bor. Dortmund,€63.75m,in,Winter,63.75,Premier League,2017,2017/2018,England
Arsenal FC,Henrikh Mkhitaryan,29.0,Attacking Midfield,Man Utd,€34.00m,in,Winter,34.0,Premier League,2017,2017/2018,England
Arsenal FC,Konstantinos Mavropanos,20.0,Centre-Back,PAS Giannina,€2.10m,in,Winter,2.1,Premier League,2017,2017/2018,England
Manchester United,Alexis Sánchez,29.0,Centre-Forward,Arsenal,€34.00m,in,Winter,34.0,Premier League,2017,2017/2018,England
Everton FC,Cenk Tosun,26.0,Centre-Forward,Besiktas,€22.50m,in,Winter,22.5,Premier League,2017,2017/2018,England
Everton FC,Theo Walcott,28.0,Right Winger,Arsenal,€22.50m,in,Winter,22.5,Premier League,2017,2017/2018,England
Southampton FC,Guido Carrillo,26.0,Centre-Forward,Monaco,€22.00m,in,Winter,22.0,Premier League,2017,2017/2018,England
West Bromwich Albion,Ahmed Hegazy,26.0,Centre-Back,El Ahly,€5.00m,in,Winter,5.0,Premier League,2017,2017/2018,England
West Bromwich Albion,Daniel Sturridge,28.0,Centre-Forward,Liverpool,Loan fee:€2.30m,in,Winter,2.3,Premier League,2017,2017/2018,England
West Bromwich Albion,Ali Gabr,29.0,Centre-Back,Zamalek,Loan fee:€500Th.,in,Winter,0.5,Premier League,2017,2017/2018,England
West Ham United,Jordan Hugill,25.0,Centre-Forward,Preston,€10.20m,in,Winter,10.2,Premier League,2017,2017/2018,England
West Ham United,João Mário,25.0,Central Midfield,Inter,Loan fee:€1.20m,in,Winter,1.2,Premier League,2017,2017/2018,England
Leicester City,Fousseni Diabaté,22.0,Right Winger,G. Ajaccio,€2.00m,in,Winter,2.0,Premier League,2017,2017/2018,England
Stoke City,Badou Ndiaye,27.0,Central Midfield,Galatasaray,€16.00m,in,Winter,16.0,Premier League,2017,2017/2018,England
Stoke City,Moritz Bauer,25.0,Right-Back,Rubin Kazan,€6.20m,in,Winter,6.2,Premier League,2017,2017/2018,England
Stoke City,Konstantinos Stafylidis,24.0,Left-Back,FC Augsburg,Loan fee:€600Th.,in,Winter,0.6,Premier League,2017,2017/2018,England
Crystal Palace,Alexander Sörloth,22.0,Centre-Forward,FC Midtjylland,€9.00m,in,Winter,9.0,Premier League,2017,2017/2018,England
Crystal Palace,Jaroslaw Jach,23.0,Centre-Back,Zaglebie Lubin,€2.75m,in,Winter,2.75,Premier League,2017,2017/2018,England
Swansea City,André Ayew,28.0,Left Winger,West Ham,€22.80m,in,Winter,22.8,Premier League,2017,2017/2018,England
Burnley FC,Aaron Lennon,30.0,Right Winger,Everton,€1.70m,in,Winter,1.7,Premier League,2017,2017/2018,England
Watford FC,Dodi Lukébakio,20.0,Right Winger,RSC Charleroi,€5.00m,in,Winter,5.0,Premier League,2017,2017/2018,England
Watford FC,Pontus Dahlberg,19.0,Goalkeeper,IFK Göteborg,€3.90m,in,Winter,3.9,Premier League,2017,2017/2018,England
Watford FC,Gerard Deulofeu,23.0,Centre-Forward,Barcelona,Loan fee:€1.00m,in,Winter,1.0,Premier League,2017,2017/2018,England
Newcastle United,Islam Slimani,29.0,Centre-Forward,Leicester,Loan fee:€2.20m,in,Winter,2.2,Premier League,2017,2017/2018,England
Newcastle United,Martin Dubravka,29.0,Goalkeeper,Sparta Prague,Loan fee:€2.00m,in,Winter,2.0,Premier League,2017,2017/2018,England
Brighton & Hove Albion,Jürgen Locadia,24.0,Centre-Forward,PSV Eindhoven,€17.00m,in,Winter,17.0,Premier League,2017,2017/2018,England
Brighton & Hove Albion,Viktor Gyökeres,19.0,Centre-Forward,Brommapojkarna,€1.00m,in,Winter,1.0,Premier League,2017,2017/2018,England
Huddersfield Town,Alex Pritchard,24.0,Attacking Midfield,Norwich,€12.35m,in,Winter,12.35,Premier League,2017,2017/2018,England
Manchester City,Riyad Mahrez,27.0,Right Winger,Leicester,€67.80m,in,Summer,67.8,Premier League,2018,2018/2019,England
Manchester City,Philippe Sandler,21.0,Centre-Back,PEC Zwolle,€2.50m,in,Summer,2.5,Premier League,2018,2018/2019,England
Manchester City,Daniel Arzani,19.0,Left Winger,Melbourne City,€890Th.,in,Summer,0.89,Premier League,2018,2018/2019,England
Manchester United,Fred,25.0,Central Midfield,Shakhtar D.,€59.00m,in,Summer,59.0,Premier League,2018,2018/2019,England
Manchester United,Diogo Dalot,19.0,Right-Back,FC Porto,€22.00m,in,Summer,22.0,Premier League,2018,2018/2019,England
Manchester United,Lee Grant,35.0,Goalkeeper,Stoke City,€1.70m,in,Summer,1.7,Premier League,2018,2018/2019,England
Liverpool FC,Alisson,25.0,Goalkeeper,AS Roma,€62.50m,in,Summer,62.5,Premier League,2018,2018/2019,England
Liverpool FC,Naby Keïta,23.0,Central Midfield,RB Leipzig,€60.00m,in,Summer,60.0,Premier League,2018,2018/2019,England
Liverpool FC,Fabinho,24.0,Defensive Midfield,Monaco,€45.00m,in,Summer,45.0,Premier League,2018,2018/2019,England
Liverpool FC,Xherdan Shaqiri,26.0,Right Winger,Stoke City,€14.70m,in,Summer,14.7,Premier League,2018,2018/2019,England
Chelsea FC,Kepa Arrizabalaga,23.0,Goalkeeper,Athletic,€80.00m,in,Summer,80.0,Premier League,2018,2018/2019,England
Chelsea FC,Jorginho,26.0,Defensive Midfield,SSC Napoli,€57.00m,in,Summer,57.0,Premier League,2018,2018/2019,England
Arsenal FC,Lucas Torreira,22.0,Defensive Midfield,Sampdoria,€28.65m,in,Summer,28.65,Premier League,2018,2018/2019,England
Arsenal FC,Bernd Leno,26.0,Goalkeeper,Bay. Leverkusen,€25.00m,in,Summer,25.0,Premier League,2018,2018/2019,England
Arsenal FC,Sokratis Papastathopoulos,30.0,Centre-Back,Bor. Dortmund,€16.00m,in,Summer,16.0,Premier League,2018,2018/2019,England
Arsenal FC,Mattéo Guendouzi,19.0,Central Midfield,FC Lorient,€8.00m,in,Summer,8.0,Premier League,2018,2018/2019,England
Burnley FC,Ben Gibson,25.0,Centre-Back,Middlesbrough,€16.90m,in,Summer,16.9,Premier League,2018,2018/2019,England
Burnley FC,Matej Vydra,26.0,Centre-Forward,Derby,€12.20m,in,Summer,12.2,Premier League,2018,2018/2019,England
Burnley FC,Joe Hart,31.0,Goalkeeper,Man City,€3.90m,in,Summer,3.9,Premier League,2018,2018/2019,England
Everton FC,Richarlison,21.0,Centre-Forward,Watford,€39.20m,in,Summer,39.2,Premier League,2018,2018/2019,England
Everton FC,Yerry Mina,23.0,Centre-Back,Barcelona,€30.25m,in,Summer,30.25,Premier League,2018,2018/2019,England
Everton FC,Lucas Digne,25.0,Left-Back,Barcelona,€20.20m,in,Summer,20.2,Premier League,2018,2018/2019,England
Everton FC,Kurt Zouma,23.0,Centre-Back,Chelsea,Loan fee:€7.90m,in,Summer,7.9,Premier League,2018,2018/2019,England
Everton FC,André Gomes,25.0,Central Midfield,Barcelona,Loan fee:€2.25m,in,Summer,2.25,Premier League,2018,2018/2019,England
Leicester City,James Maddison,21.0,Attacking Midfield,Norwich,€25.00m,in,Summer,25.0,Premier League,2018,2018/2019,England
Leicester City,Ricardo Pereira,24.0,Right-Back,FC Porto,€22.00m,in,Summer,22.0,Premier League,2018,2018/2019,England
Leicester City,Caglar Söyüncü,22.0,Centre-Back,SC Freiburg,€21.10m,in,Summer,21.1,Premier League,2018,2018/2019,England
Leicester City,Filip Benkovic,21.0,Centre-Back,Dinamo Zagreb,€14.50m,in,Summer,14.5,Premier League,2018,2018/2019,England
Leicester City,Rachid Ghezzal,26.0,Right Winger,Monaco,€14.00m,in,Summer,14.0,Premier League,2018,2018/2019,England
Leicester City,Danny Ward,25.0,Goalkeeper,Liverpool,€14.00m,in,Summer,14.0,Premier League,2018,2018/2019,England
Leicester City,Jonny Evans,30.0,Centre-Back,West Brom,€4.00m,in,Summer,4.0,Premier League,2018,2018/2019,England
Newcastle United,Yoshinori Muto,26.0,Centre-Forward,1.FSV Mainz 05,€10.70m,in,Summer,10.7,Premier League,2018,2018/2019,England
Newcastle United,Mikel Merino,22.0,Central Midfield,Bor. Dortmund,€7.00m,in,Summer,7.0,Premier League,2018,2018/2019,England
Newcastle United,Federico Fernández,29.0,Centre-Back,Swansea,€6.70m,in,Summer,6.7,Premier League,2018,2018/2019,England
Newcastle United,Fabian Schär,26.0,Centre-Back,Dep. La Coruña,€4.00m,in,Summer,4.0,Premier League,2018,2018/2019,England
Newcastle United,Martin Dubravka,29.0,Goalkeeper,Sparta Prague,€4.00m,in,Summer,4.0,Premier League,2018,2018/2019,England
Newcastle United,Salomón Rondón,28.0,Centre-Forward,West Brom,Loan fee:€2.20m,in,Summer,2.2,Premier League,2018,2018/2019,England
Crystal Palace,Cheikhou Kouyaté,28.0,Defensive Midfield,West Ham,€10.70m,in,Summer,10.7,Premier League,2018,2018/2019,England
AFC Bournemouth,Jefferson Lerma,23.0,Defensive Midfield,Levante,€28.00m,in,Summer,28.0,Premier League,2018,2018/2019,England
AFC Bournemouth,Diego Rico,25.0,Left-Back,CD Leganés,€15.00m,in,Summer,15.0,Premier League,2018,2018/2019,England
AFC Bournemouth,David Brooks,20.0,Right Winger,Sheff Utd,€11.30m,in,Summer,11.3,Premier League,2018,2018/2019,England
West Ham United,Felipe Anderson,25.0,Right Winger,Lazio,€38.00m,in,Summer,38.0,Premier League,2018,2018/2019,England
West Ham United,Issa Diop,21.0,Centre-Back,Toulouse,€25.00m,in,Summer,25.0,Premier League,2018,2018/2019,England
West Ham United,Andriy Yarmolenko,28.0,Right Winger,Bor. Dortmund,€20.00m,in,Summer,20.0,Premier League,2018,2018/2019,England
West Ham United,Lukasz Fabianski,33.0,Goalkeeper,Swansea,€8.00m,in,Summer,8.0,Premier League,2018,2018/2019,England
West Ham United,Lucas Pérez,29.0,Centre-Forward,Arsenal,€4.40m,in,Summer,4.4,Premier League,2018,2018/2019,England
West Ham United,Fabián Balbuena,26.0,Centre-Back,Corinthians,€4.00m,in,Summer,4.0,Premier League,2018,2018/2019,England
West Ham United,Xande Silva,21.0,Right Winger,Vit. Guimarães,€1.50m,in,Summer,1.5,Premier League,2018,2018/2019,England
Watford FC,Gerard Deulofeu,24.0,Centre-Forward,Barcelona,€13.00m,in,Summer,13.0,Premier League,2018,2018/2019,England
Watford FC,Adam Masina,24.0,Left-Back,Bologna,€5.00m,in,Summer,5.0,Premier League,2018,2018/2019,England
Watford FC,Ben Foster,35.0,Goalkeeper,West Brom,€2.80m,in,Summer,2.8,Premier League,2018,2018/2019,England
Watford FC,Ken Sema,24.0,Left Midfield,Östersund,€2.25m,in,Summer,2.25,Premier League,2018,2018/2019,England
Watford FC,Marc Navarro,22.0,Right-Back,Espanyol,€2.00m,in,Summer,2.0,Premier League,2018,2018/2019,England
Watford FC,Ben Wilmot,18.0,Centre-Back,Stevenage,€1.70m,in,Summer,1.7,Premier League,2018,2018/2019,England
Watford FC,Domingos Quina,18.0,Central Midfield,West Ham U23,€1.10m,in,Summer,1.1,Premier League,2018,2018/2019,England
Brighton & Hove Albion,Alireza Jahanbakhsh,24.0,Right Winger,AZ Alkmaar,€19.00m,in,Summer,19.0,Premier League,2018,2018/2019,England
Brighton & Hove Albion,Yves Bissouma,21.0,Central Midfield,LOSC Lille,€16.80m,in,Summer,16.8,Premier League,2018,2018/2019,England
Brighton & Hove Albion,Bernardo,23.0,Left-Back,RB Leipzig,€10.00m,in,Summer,10.0,Premier League,2018,2018/2019,England
Brighton & Hove Albion,Martín Montoya,27.0,Right-Back,Valencia,€7.00m,in,Summer,7.0,Premier League,2018,2018/2019,England
Brighton & Hove Albion,Florin Andone,25.0,Centre-Forward,Dep. La Coruña,€6.00m,in,Summer,6.0,Premier League,2018,2018/2019,England
Brighton & Hove Albion,David Button,29.0,Goalkeeper,Fulham,€4.50m,in,Summer,4.5,Premier League,2018,2018/2019,England
Brighton & Hove Albion,Dan Burn,26.0,Centre-Back,Wigan,€3.55m,in,Summer,3.55,Premier League,2018,2018/2019,England
Brighton & Hove Albion,Percy Tau,24.0,Right Winger,Sundowns,€3.20m,in,Summer,3.2,Premier League,2018,2018/2019,England
Brighton & Hove Albion,Anders Dreyer,20.0,Right Winger,Esbjerg fB,€2.20m,in,Summer,2.2,Premier League,2018,2018/2019,England
Brighton & Hove Albion,Billy Arce,20.0,Left Winger,Independiente,€860Th.,in,Summer,0.86,Premier League,2018,2018/2019,England
Brighton & Hove Albion,Leo Östigard,18.0,Centre-Back,Molde,€110Th.,in,Summer,0.11,Premier League,2018,2018/2019,England
Huddersfield Town,Terence Kongolo,24.0,Centre-Back,Monaco,€20.00m,in,Summer,20.0,Premier League,2018,2018/2019,England
Huddersfield Town,Adama Diakhaby,22.0,Left Winger,Monaco,€10.00m,in,Summer,10.0,Premier League,2018,2018/2019,England
Huddersfield Town,Ramadan Sobhi,21.0,Left Winger,Stoke City,€6.50m,in,Summer,6.5,Premier League,2018,2018/2019,England
Huddersfield Town,Florent Hadergjonaj,23.0,Right-Back,FC Ingolstadt,€5.00m,in,Summer,5.0,Premier League,2018,2018/2019,England
Huddersfield Town,Juninho Bacuna,20.0,Central Midfield,FC Groningen,€2.50m,in,Summer,2.5,Premier League,2018,2018/2019,England
Huddersfield Town,Jonas Lössl,29.0,Goalkeeper,1.FSV Mainz 05,€2.50m,in,Summer,2.5,Premier League,2018,2018/2019,England
Huddersfield Town,Isaac Mbenza,22.0,Right Winger,Montpellier,Loan fee:€2.50m,in,Summer,2.5,Premier League,2018,2018/2019,England
Southampton FC,Jannik Vestergaard,25.0,Centre-Back,Bor. M'gladbach,€25.00m,in,Summer,25.0,Premier League,2018,2018/2019,England
Southampton FC,Mohamed Elyounoussi,23.0,Left Winger,FC Basel,€18.00m,in,Summer,18.0,Premier League,2018,2018/2019,England
Southampton FC,Angus Gunn,22.0,Goalkeeper,Man City,€11.30m,in,Summer,11.3,Premier League,2018,2018/2019,England
Southampton FC,Stuart Armstrong,26.0,Central Midfield,Celtic,€7.95m,in,Summer,7.95,Premier League,2018,2018/2019,England
Wolverhampton Wanderers,Adama Traoré,22.0,Right Winger,Middlesbrough,€20.00m,in,Summer,20.0,Premier League,2018,2018/2019,England
Wolverhampton Wanderers,Rui Patrício,30.0,Goalkeeper,Sporting CP,€18.00m,in,Summer,18.0,Premier League,2018,2018/2019,England
Wolverhampton Wanderers,Diogo Jota,21.0,Left Winger,Atlético Madrid,€14.00m,in,Summer,14.0,Premier League,2018,2018/2019,England
Wolverhampton Wanderers,Willy Boly,27.0,Centre-Back,FC Porto,€12.00m,in,Summer,12.0,Premier League,2018,2018/2019,England
Wolverhampton Wanderers,Benik Afobe,25.0,Centre-Forward,Bournemouth,€11.40m,in,Summer,11.4,Premier League,2018,2018/2019,England
Wolverhampton Wanderers,João Moutinho,31.0,Central Midfield,Monaco,€5.60m,in,Summer,5.6,Premier League,2018,2018/2019,England
Wolverhampton Wanderers,Léo Bonatini,24.0,Centre-Forward,Al-Hilal SFC,€4.00m,in,Summer,4.0,Premier League,2018,2018/2019,England
Wolverhampton Wanderers,Raúl Jiménez,27.0,Centre-Forward,Benfica,Loan fee:€3.00m,in,Summer,3.0,Premier League,2018,2018/2019,England
Wolverhampton Wanderers,Rúben Vinagre,19.0,Left-Back,Monaco,€2.25m,in,Summer,2.25,Premier League,2018,2018/2019,England
Wolverhampton Wanderers,Leander Dendoncker,23.0,Defensive Midfield,RSC Anderlecht,Loan fee:€1.50m,in,Summer,1.5,Premier League,2018,2018/2019,England
Cardiff City,Josh Murphy,23.0,Left Winger,Norwich,€11.40m,in,Summer,11.4,Premier League,2018,2018/2019,England
Cardiff City,Bobby Reid,25.0,Attacking Midfield,Bristol City,€11.35m,in,Summer,11.35,Premier League,2018,2018/2019,England
Cardiff City,Greg Cunningham,27.0,Left-Back,Preston,€4.00m,in,Summer,4.0,Premier League,2018,2018/2019,England
Cardiff City,Alex Smithies,28.0,Goalkeeper,QPR,€4.00m,in,Summer,4.0,Premier League,2018,2018/2019,England
Fulham FC,Jean Michaël Seri,26.0,Central Midfield,OGC Nice,€30.00m,in,Summer,30.0,Premier League,2018,2018/2019,England
Fulham FC,André Zambo Anguissa,22.0,Defensive Midfield,Marseille,€24.85m,in,Summer,24.85,Premier League,2018,2018/2019,England
Fulham FC,Aleksandar Mitrović,23.0,Centre-Forward,Newcastle,€24.70m,in,Summer,24.7,Premier League,2018,2018/2019,England
Fulham FC,Alfie Mawson,24.0,Centre-Back,Swansea,€16.85m,in,Summer,16.85,Premier League,2018,2018/2019,England
Fulham FC,Joe Bryan,24.0,Left-Back,Bristol City,€6.70m,in,Summer,6.7,Premier League,2018,2018/2019,England
Fulham FC,Fabri,30.0,Goalkeeper,Besiktas,€6.00m,in,Summer,6.0,Premier League,2018,2018/2019,England
Fulham FC,Maxime Le Marchand,28.0,Centre-Back,OGC Nice,€4.00m,in,Summer,4.0,Premier League,2018,2018/2019,England
Fulham FC,André Schürrle,27.0,Left Winger,Bor. Dortmund,Loan fee:€400Th.,in,Summer,0.4,Premier League,2018,2018/2019,England
Manchester City,Ante Palaversa,18.0,Central Midfield,Hajduk Split,€6.30m,in,Winter,6.3,Premier League,2018,2018/2019,England
Manchester City,Ko Itakura,21.0,Defensive Midfield,Kawasaki Front.,€1.10m,in,Winter,1.1,Premier League,2018,2018/2019,England
Chelsea FC,Christian Pulisic,20.0,Right Winger,Bor. Dortmund,€64.00m,in,Winter,64.0,Premier League,2018,2018/2019,England
Chelsea FC,Gonzalo Higuaín,31.0,Centre-Forward,Juventus,Loan fee:€7.80m,in,Winter,7.8,Premier League,2018,2018/2019,England
Arsenal FC,Denis Suárez,25.0,Attacking Midfield,Barcelona,Loan fee:€2.50m,in,Winter,2.5,Premier League,2018,2018/2019,England
Newcastle United,Miguel Almirón,24.0,Attacking Midfield,Atlanta,€24.00m,in,Winter,24.0,Premier League,2018,2018/2019,England
Newcastle United,Antonio Barreca,23.0,Left-Back,Monaco,Loan fee:€1.15m,in,Winter,1.15,Premier League,2018,2018/2019,England
Crystal Palace,Michy Batshuayi,25.0,Centre-Forward,Chelsea,Loan fee:€1.15m,in,Winter,1.15,Premier League,2018,2018/2019,England
AFC Bournemouth,Dominic Solanke,21.0,Centre-Forward,Liverpool,€21.20m,in,Winter,21.2,Premier League,2018,2018/2019,England
AFC Bournemouth,Chris Mepham,21.0,Centre-Back,Brentford,€13.60m,in,Winter,13.6,Premier League,2018,2018/2019,England
Watford FC,Filip Stuparevic,18.0,Centre-Forward,Vozdovac,€2.25m,in,Winter,2.25,Premier League,2018,2018/2019,England
Brighton & Hove Albion,Alexis Mac Allister,20.0,Attacking Midfield,Argentinos Jrs.,€8.00m,in,Winter,8.0,Premier League,2018,2018/2019,England
Brighton & Hove Albion,Jan Mlakar,20.0,Centre-Forward,NK Maribor,€3.00m,in,Winter,3.0,Premier League,2018,2018/2019,England
Brighton & Hove Albion,Tudor Baluta,19.0,Defensive Midfield,FC Viitorul,€2.90m,in,Winter,2.9,Premier League,2018,2018/2019,England
Huddersfield Town,Karlan Grant,21.0,Centre-Forward,Charlton,€1.70m,in,Winter,1.7,Premier League,2018,2018/2019,England
Wolverhampton Wanderers,Jonny Otto,24.0,Left-Back,Atlético Madrid,€21.00m,in,Winter,21.0,Premier League,2018,2018/2019,England
Cardiff City,Emiliano Sala,24.0,Centre-Forward,FC Nantes,€17.00m,in,Winter,17.0,Premier League,2018,2018/2019,England
Cardiff City,Leandro Bacuna,27.0,Central Midfield,Reading,€3.45m,in,Winter,3.45,Premier League,2018,2018/2019,England
Fulham FC,Ryan Babel,32.0,Left Winger,Besiktas,€2.00m,in,Winter,2.0,Premier League,2018,2018/2019,England
Fulham FC,Havard Nordtveit,28.0,Centre-Back,TSG Hoffenheim,Loan fee:€1.00m,in,Winter,1.0,Premier League,2018,2018/2019,England
Manchester City,João Cancelo,25.0,Right-Back,Juventus,€65.00m,in,Summer,65.0,Premier League,2019,2019/2020,England
Manchester City,Rodri,23.0,Defensive Midfield,Atlético Madrid,€62.70m,in,Summer,62.7,Premier League,2019,2019/2020,England
Manchester City,Pedro Porro,19.0,Right-Back,Girona,€12.00m,in,Summer,12.0,Premier League,2019,2019/2020,England
Manchester City,Angeliño,22.0,Left-Back,PSV Eindhoven,€12.00m,in,Summer,12.0,Premier League,2019,2019/2020,England
Manchester City,Zack Steffen,24.0,Goalkeeper,Columbus Crew,€6.82m,in,Summer,6.82,Premier League,2019,2019/2020,England
Manchester City,Ryotaro Meshino,21.0,Left Winger,Gamba Osaka,€1.00m,in,Summer,1.0,Premier League,2019,2019/2020,England
Liverpool FC,Sepp van den Berg,17.0,Centre-Back,PEC Zwolle,€1.90m,in,Summer,1.9,Premier League,2019,2019/2020,England
Chelsea FC,Mateo Kovacic,25.0,Central Midfield,Real Madrid,€45.00m,in,Summer,45.0,Premier League,2019,2019/2020,England
Tottenham Hotspur,Tanguy Ndombélé,22.0,Central Midfield,Olympique Lyon,€60.00m,in,Summer,60.0,Premier League,2019,2019/2020,England
Tottenham Hotspur,Ryan Sessegnon,19.0,Left Midfield,Fulham,€27.00m,in,Summer,27.0,Premier League,2019,2019/2020,England
Tottenham Hotspur,Giovani Lo Celso,23.0,Central Midfield,Real Betis,Loan fee:€16.00m,in,Summer,16.0,Premier League,2019,2019/2020,England
Tottenham Hotspur,Jack Clarke,18.0,Right Winger,Leeds,€11.00m,in,Summer,11.0,Premier League,2019,2019/2020,England
Arsenal FC,Nicolas Pépé,24.0,Right Winger,LOSC Lille,€80.00m,in,Summer,80.0,Premier League,2019,2019/2020,England
Arsenal FC,William Saliba,18.0,Centre-Back,Saint-Étienne,€30.00m,in,Summer,30.0,Premier League,2019,2019/2020,England
Arsenal FC,Kieran Tierney,22.0,Left-Back,Celtic,€27.00m,in,Summer,27.0,Premier League,2019,2019/2020,England
Arsenal FC,David Luiz,32.0,Centre-Back,Chelsea,€8.70m,in,Summer,8.7,Premier League,2019,2019/2020,England
Arsenal FC,Gabriel Martinelli,18.0,Left Winger,Ituano,€7.10m,in,Summer,7.1,Premier League,2019,2019/2020,England
Manchester United,Harry Maguire,26.0,Centre-Back,Leicester,€87.00m,in,Summer,87.0,Premier League,2019,2019/2020,England
Manchester United,Aaron Wan-Bissaka,21.0,Right-Back,Crystal Palace,€55.00m,in,Summer,55.0,Premier League,2019,2019/2020,England
Manchester United,Daniel James,21.0,Right Winger,Swansea,€17.80m,in,Summer,17.8,Premier League,2019,2019/2020,England
Wolverhampton Wanderers,Raúl Jiménez,28.0,Centre-Forward,Benfica,€38.00m,in,Summer,38.0,Premier League,2019,2019/2020,England
Wolverhampton Wanderers,Patrick Cutrone,21.0,Centre-Forward,AC Milan,€18.00m,in,Summer,18.0,Premier League,2019,2019/2020,England
Wolverhampton Wanderers,Pedro Neto,19.0,Left Winger,Lazio,€17.90m,in,Summer,17.9,Premier League,2019,2019/2020,England
Wolverhampton Wanderers,Leander Dendoncker,24.0,Defensive Midfield,RSC Anderlecht,€13.80m,in,Summer,13.8,Premier League,2019,2019/2020,England
Wolverhampton Wanderers,Bruno Jordão,20.0,Central Midfield,Lazio,€8.90m,in,Summer,8.9,Premier League,2019,2019/2020,England
Wolverhampton Wanderers,Renat Dadashov,20.0,Centre-Forward,Estoril Praia,€500Th.,in,Summer,0.5,Premier League,2019,2019/2020,England
Everton FC,Alex Iwobi,23.0,Left Winger,Arsenal,€30.40m,in,Summer,30.4,Premier League,2019,2019/2020,England
Everton FC,Moise Kean,19.0,Centre-Forward,Juventus,€27.50m,in,Summer,27.5,Premier League,2019,2019/2020,England
Everton FC,Jean-Philippe Gbamin,23.0,Defensive Midfield,1.FSV Mainz 05,€25.00m,in,Summer,25.0,Premier League,2019,2019/2020,England
Everton FC,André Gomes,25.0,Central Midfield,Barcelona,€25.00m,in,Summer,25.0,Premier League,2019,2019/2020,England
Everton FC,Fabian Delph,29.0,Central Midfield,Man City,€9.50m,in,Summer,9.5,Premier League,2019,2019/2020,England
Everton FC,Djibril Sidibé,27.0,Right-Back,Monaco,Loan fee:€2.50m,in,Summer,2.5,Premier League,2019,2019/2020,England
Leicester City,Youri Tielemans,22.0,Central Midfield,Monaco,€45.00m,in,Summer,45.0,Premier League,2019,2019/2020,England
Leicester City,Ayoze Pérez,25.0,Second Striker,Newcastle,€33.40m,in,Summer,33.4,Premier League,2019,2019/2020,England
Leicester City,Dennis Praet,25.0,Central Midfield,Sampdoria,€19.20m,in,Summer,19.2,Premier League,2019,2019/2020,England
Leicester City,James Justin,21.0,Right-Back,Luton,€6.70m,in,Summer,6.7,Premier League,2019,2019/2020,England
West Ham United,Sébastien Haller,25.0,Centre-Forward,E. Frankfurt,€50.00m,in,Summer,50.0,Premier League,2019,2019/2020,England
West Ham United,Pablo Fornals,23.0,Attacking Midfield,Villarreal,€28.00m,in,Summer,28.0,Premier League,2019,2019/2020,England
West Ham United,Albian Ajeti,22.0,Centre-Forward,FC Basel,€11.30m,in,Summer,11.3,Premier League,2019,2019/2020,England
Watford FC,Ismaïla Sarr,21.0,Right Winger,Stade Rennais,€30.00m,in,Summer,30.0,Premier League,2019,2019/2020,England
Watford FC,Craig Dawson,29.0,Centre-Back,West Brom,€6.00m,in,Summer,6.0,Premier League,2019,2019/2020,England
Crystal Palace,James McCarthy,28.0,Central Midfield,Everton,€3.30m,in,Summer,3.3,Premier League,2019,2019/2020,England
Crystal Palace,Jordan Ayew,27.0,Centre-Forward,Swansea,€2.80m,in,Summer,2.8,Premier League,2019,2019/2020,England
Crystal Palace,Víctor Camarasa,25.0,Central Midfield,Real Betis,Loan fee:€1.50m,in,Summer,1.5,Premier League,2019,2019/2020,England
